xhs note: {'note_id': '62ced86500000000010244f4', 'type': 'video', 'title': '', 'desc': '，和星星的孩子一起撸狗吧！', 'time': 1657722981000, 'last_update_time': 1657722981000, 'user_id': '5fb12fdd0000000001002657', 'nickname': '四川观察', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6442313a6e9f220001c71d4c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/fc8b083e-9b56-775d-cc7f-9f5aa311de9b', 'last_modify_ts': 1688479602557}
xhs note: {'note_id': '63578a50000000001400e99e', 'type': 'video', 'title': '自闭症乐乐的终极惩罚 小黑屋', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1666681424000, 'last_update_time': 1666681424000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/405c2303-c6c5-cb55-fd70-b78ebc9089b6', 'last_modify_ts': 1688478557668}
xhs note: {'note_id': '63f43ced000000000800c680', 'type': 'video', 'title': '事先沟通，自闭症不刻板，4个字1个多小时完成', 'desc': '克服刻板行为，凡事提前沟通，今天来月经了，不想上网课就换简单的写字。\n\t\n琦琦4个字写完用了1个半小时，我在旁边也能学习。   ', 'time': 1676950933000, 'last_update_time': 1676950934000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/343746ed-4b9a-27d2-5cd8-ca726c92fbc3', 'last_modify_ts': 1688478558251}
xhs note: {'note_id': '636502d00000000009011778', 'type': 'video', 'title': '自闭症乐乐的日常之 个训课上语出惊人', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1667564240000, 'last_update_time': 1667564240000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/265709b2-4818-9c0c-4278-adac8d1cb0d1', 'last_modify_ts': 1688478558898}
xhs note: {'note_id': '634b8718000000000702128e', 'type': 'video', 'title': '自闭症医生做s术有多吓人？', 'desc': ' ', 'time': 1665894168000, 'last_update_time': 1665894168000, 'user_id': '616001420000000002026dc4', 'nickname': '睡觉瓜', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63423eba945b2b8be88e710f.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/4bc27c53-f3b2-2564-d68a-cd196563d6c9', 'last_modify_ts': 1688478559616}
xhs note: {'note_id': '60c405f400000000010255df', 'type': 'video', 'title': '有个自闭症小男孩，跟着他妈搬去了法国乡下', 'desc': '他妈看到了树上有樱桃，而他看到的是飞舞的萤火虫。\n.\n后来…他可嗨了🙃\n.\n我也是剪视频的时候，才发现他在看什么。\n.\n孩子眼中的世界一定很奇妙！真想跟他分享那个世界。', 'time': 1623459316000, 'last_update_time': 1623459316000, 'user_id': '5eadd031000000000100243f', 'nickname': '废柴妈妈日记', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63b1f7623f7ae12aaf79d14c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/adae6f94-0fc9-285d-9d14-1887169f6a92', 'last_modify_ts': 1688478560254}
xhs note: {'note_id': '63c8db98000000002202981b', 'type': 'video', 'title': '自闭症琦琦，今天是，游乐场里的大姐大', 'desc': '游乐场共有4个小朋友，各玩各的。\n    ', 'time': 1674116160000, 'last_update_time': 1674108316000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/a9ad3826-2bca-441a-8dfa-08d847dce571', 'last_modify_ts': 1688478560912}
xhs note: {'note_id': '6367be4b0000000006008f44', 'type': 'video', 'title': '自闭症乐乐和李老师的极限拉扯 第二季', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1667743307000, 'last_update_time': 1667743307000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/cce48c35-95a8-5f92-9ffc-0abe34a624ea', 'last_modify_ts': 1688478561560}
xhs note: {'note_id': '62f1b111000000001200f212', 'type': 'video', 'title': '自闭症家庭的十年之初见阴霾', 'desc': '做父母，却开启了困难模式。\n回顾这段平凡而不平常，泪伴着笑，却跌跌撞撞不停向前的路，愿与更多自闭症家庭共勉[微笑R]  ', 'time': 1660006673000, 'last_update_time': 1660006674000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/4b7a8ffa-a89d-a530-b4f2-48ea7305ce82', 'last_modify_ts': 1688478562378}
xhs note: {'note_id': '646f190e0000000011010392', 'type': 'video', 'title': '自闭症乐乐第一视角——独自外出', 'desc': '乐乐已经15岁了，但是因为自闭症，他独自出门的能力还有待提升，我们也很好奇他独自出门会遇到什么情况，于是我们买了一个运动相机，挂在他脖子上，在他外出时全程拍摄，乐乐的世界到底是什么样的呢？请大家和我们一起耐心看到最后\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1685098828000, 'last_update_time': 1685002510000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/8f8701b7-3ff3-bccc-9bc0-6a713390e92c', 'last_modify_ts': 1688478562982}
xhs note: {'note_id': '636f267100000000150140b8', 'type': 'video', 'title': '自闭症乐乐的日常之 苹果给舅舅留着', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1668228721000, 'last_update_time': 1668228721000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/7fbad00a-bc86-e95a-1a4f-817fa3d3747e', 'last_modify_ts': 1688478563560}
xhs note: {'note_id': '6454c343000000001303c2c6', 'type': 'video', 'title': '13岁自闭症，没有上学，和妈妈平凡的一上午', 'desc': '假期已结束，好好学习，好好工作，加油。     ', 'time': 1683276611000, 'last_update_time': 1683276612000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/442499e9-9de2-872d-5882-7e41dece0bab', 'last_modify_ts': 1688478564157}
xhs note: {'note_id': '6375d6280000000022034ef0', 'type': 'video', 'title': '没有上学，13岁自闭症，上网课做家务的一上午', 'desc': '没有办法，最近还是不能出门，每个地方都要扫ma，不是本区住户不能出去。\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1668674400000, 'last_update_time': 1668676210000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/d7193d06-46ad-4523-1ac0-727a5aa0562e', 'last_modify_ts': 1688478564857}
xhs note: {'note_id': '649406d3000000001301683a', 'type': 'video', 'title': '自闭症琦琦，祝您端午节安康', 'desc': '祝大家端午节安康，琦琦今天去中山找小姨过端午节了。    ', 'time': 1687422675000, 'last_update_time': 1687422676000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '广东', 'image_list': 'https://sns-img-qc.xhscdn.com/81230834-e2ca-e2de-0f57-c37c86d25ee9', 'last_modify_ts': 1688478565498}
xhs note: {'note_id': '63be9e220000000018012e15', 'type': 'video', 'title': '当你在地铁上看到一个自闭症小朋友', 'desc': '很多网友说安安看上去不像自闭症孩子，可能因为我平时看安安有滤镜，总是看到他很好的一面吧，所以展示出来的也是很好的一面。今天接他回家，地铁上录了一段他在地铁上的样子，算是比较客观的一段记录吧，还是有很多行为表现的。\n ', 'time': 1673436706000, 'last_update_time': 1673436706000, 'user_id': '5ab0aa574eacab3e8737cf5a', 'nickname': '安安妈妈francie', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/5ab0aa574eacab3e8737cf5a.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/66e13cbd-dcfc-2077-7306-e00b47e20ea6', 'last_modify_ts': 1688478566112}
xhs note: {'note_id': '63abd905000000001c0058a0', 'type': 'video', 'title': '告别角落，自闭症琦琦，实现了学习自由', 'desc': '感谢大家的建议，我给琦琦用上了投影仪，而效果真的不错哟。\n\t\n如果有朋友们要上网课的，可以选择这个，白天用了不用特意关灯，也避免了孩子总是玩手机。         #', 'time': 1672302771000, 'last_update_time': 1672206597000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/c64b1e12-41cd-d6db-972a-9b7c3f5f627f', 'last_modify_ts': 1688478566750}
xhs note: {'note_id': '63fb199b000000000800ce51', 'type': 'video', 'title': '13岁自闭症，终于外出旅游了😄', 'desc': '天天说去旅游，今天帮她实现了[偷笑R]   ', 'time': 1677400475000, 'last_update_time': 1677400475000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/321c8ab6-2212-1f83-8e81-eedca0273e00', 'last_modify_ts': 1688478567500}
xhs note: {'note_id': '60a2534f0000000001029ee7', 'type': 'video', 'title': '和你聊聊我家自闭症的儿子', 'desc': '学着适应他们生活吧……', 'time': 1621250895000, 'last_update_time': 1621250895000, 'user_id': '586cb5d182ec390a43a020e4', 'nickname': '澳洲中文教育学院Jo校长', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/61ab5ee3d149635f42ea7d87.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/007f3ada-0e8a-5742-4d68-105107882c98', 'last_modify_ts': 1688478568217}
xhs note: {'note_id': '62d6a956000000002103aa59', 'type': 'video', 'title': '自闭症｜高功能自闭症看电影的突破', 'desc': '自闭症的小朋友感官是很敏感的\n进入立体环绕声音的小黑屋\n是需要多次的尝试和勇气\n-\n每一次突破都打开了\n对认识世界的又一个出口\n         ', 'time': 1658235222000, 'last_update_time': 1658235222000, 'user_id': '5c206727000000000500ec62', 'nickname': '七喃喃', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6359448a3c4143d083133408.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/84833960-c966-bfd8-3e0d-22f44eb64a7d', 'last_modify_ts': 1688478568862}
xhs note: {'note_id': '633a6f28000000001c03026b', 'type': 'video', 'title': '谁说自闭症不能灵动活泼的？看乐乐调皮捣蛋', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1664773928000, 'last_update_time': 1664773928000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/38075d5f-0ad9-2415-2f37-0e443f1685f1', 'last_modify_ts': 1688478569751}
xhs note: {'note_id': '642964dc000000001300f3ef', 'type': 'video', 'title': '13岁自闭症，特殊的日子，吃吃吃', 'desc': '已经很多天没出来了，趁着特殊的日子里，带琦琦出来走走吃吃[失望R][失望R]      ', 'time': 1680434396000, 'last_update_time': 1680434396000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/479f682a-f95a-d3e3-6066-169073e584a0', 'last_modify_ts': 1688478570358}
