xhs note: {'note_id': '62ced86500000000010244f4', 'type': 'video', 'title': '，和星星的孩子一起撸狗吧！', 'desc': '，和星星的孩子一起撸狗吧！', 'time': 1657722981000, 'last_update_time': 1657722981000, 'user_id': '5fb12fdd0000000001002657', 'nickname': '四川观察', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6442313a6e9f220001c71d4c.jpg', 'liked_count': '307476', 'collected_count': '25047', 'comment_count': '4138', 'share_count': '2405', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/fc8b083e-9b56-775d-cc7f-9f5aa311de9b', 'last_modify_ts': 1692361320171}
xhs note: {'note_id': '643e5402000000001300e117', 'type': 'video', 'title': '13岁自闭症，玩电脑入迷了，我突然打断她', 'desc': '稳定的情绪也是日积月累练习出来的，如何减少刻板不发脾气，平时生活中多点实例锻炼，久了孩子就不会为突然改变的事实而烦躁了。\n  ', 'time': 1681806338000, 'last_update_time': 1681806338000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1561', 'collected_count': '312', 'comment_count': '187', 'share_count': '7', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/9533b229-cba6-6690-2cfa-0f2ea7fa772c', 'last_modify_ts': 1692363124434}
xhs note: {'note_id': '633a6f28000000001c03026b', 'type': 'video', 'title': '谁说自闭症不能灵动活泼的？看乐乐调皮捣蛋', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1664773928000, 'last_update_time': 1664773928000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1559', 'collected_count': '88', 'comment_count': '41', 'share_count': '28', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/38075d5f-0ad9-2415-2f37-0e443f1685f1', 'last_modify_ts': 1692363124434}
xhs note: {'note_id': '63258131000000000900a9b7', 'type': 'video', 'title': '13岁自闭症，喜欢看鸡', 'desc': '除了真的不跟人玩之外，自己玩的都还可以。我人为让她社交，但是真的太难了。   ', 'time': 1663402289000, 'last_update_time': 1663402289000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1552', 'collected_count': '215', 'comment_count': '511', 'share_count': '32', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/bf0164e0-8cd2-9450-acdc-3adaa626c9f3', 'last_modify_ts': 1692363124435}
xhs note: {'note_id': '60c2c4a500000000010022b9', 'type': 'video', 'title': '就算患有自闭症，也可以得到患者家属的认可', 'desc': '就算患有自闭症，也可以得到患者家属的认可', 'time': 1623377061000, 'last_update_time': 1623377062000, 'user_id': '602497650000000001001077', 'nickname': '小东北侃大片', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/602497650000000001001077.jpg', 'liked_count': '1496', 'collected_count': '300', 'comment_count': '17', 'share_count': '5', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/spectrum/72c446e8dac72c6714443fc7f6b809f4beef9de0', 'last_modify_ts': 1692363124435}
xhs note: {'note_id': '63799804000000000d02a7db', 'type': 'video', 'title': '自闭症乐乐的父子卧谈会', 'desc': '#自闭症\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1668913156000, 'last_update_time': 1668913156000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1487', 'collected_count': '69', 'comment_count': '96', 'share_count': '53', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/b4bedfb7-202a-ce09-7524-629339c53522', 'last_modify_ts': 1692363124435}
xhs note: {'note_id': '6346c4fe000000000602cd3d', 'type': 'video', 'title': '自闭症乐乐的日常之 特殊的谈判技巧', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1665582334000, 'last_update_time': 1665582335000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1456', 'collected_count': '55', 'comment_count': '34', 'share_count': '31', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/22f15307-8124-76da-ea04-ce677ba9a617', 'last_modify_ts': 1692363124435}
xhs note: {'note_id': '62500eaf000000002103c6db', 'type': 'video', 'title': '从孩子诊断自闭症到现在，十几年匆匆过去', 'desc': '✨之前也觉得很煎熬，看到孩子进步又觉得一切的努力和煎熬都是值得的。  ', 'time': 1649413807000, 'last_update_time': 1649415584000, 'user_id': '5baf2f9328cffd00017e0824', 'nickname': '阳光舒海峰的钢琴世界', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6469c6afbda1bf5c671e6db6.jpg', 'liked_count': '1449', 'collected_count': '153', 'comment_count': '85', 'share_count': '188', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/c5023ec2-946c-6591-8b86-b5cd9788ac0f', 'last_modify_ts': 1692363124435}
xhs note: {'note_id': '637e152d0000000022039572', 'type': 'video', 'title': '自闭症孩子情绪问题大哭！轩爸来教你！', 'desc': '   ', 'time': 1669207341000, 'last_update_time': 1669207341000, 'user_id': '635c894e000000001802a331', 'nickname': '自闭症-张伟老师', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63b26cd9f6c0abc638476ebc.jpg', 'liked_count': '1427', 'collected_count': '38', 'comment_count': '12', 'share_count': '14', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/cf44903f-8e42-772d-c269-37e4c5257380', 'last_modify_ts': 1692363124436}
xhs note: {'note_id': '61456221000000000102e611', 'type': 'video', 'title': '早发现，早干预', 'desc': '前一个孩子拍大龙球的视频发布之后，看到其他平台中网友的留言，我真的不知道说什么好，只好尽我所能让大家了解吧。  ', 'time': 1631937057000, 'last_update_time': 1631937057000, 'user_id': '5baf2f9328cffd00017e0824', 'nickname': '阳光舒海峰的钢琴世界', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6469c6afbda1bf5c671e6db6.jpg', 'liked_count': '1404', 'collected_count': '218', 'comment_count': '158', 'share_count': '301', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/e1b7028b-4df2-717b-bd84-da3945a62896', 'last_modify_ts': 1692363124436}
xhs note: {'note_id': '63943767000000001e03de3c', 'type': 'video', 'title': '花了10元钱，让13岁自闭症，和4岁小朋友玩', 'desc': '昨天的公园，年龄小的是免费，琦琦掏了10元[偷笑R]     ', 'time': 1670661480000, 'last_update_time': 1670657896000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1373', 'collected_count': '278', 'comment_count': '133', 'share_count': '4', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/3dd18a85-52be-f0f7-3a62-882f85e59e61', 'last_modify_ts': 1692363124436}
